price,volRemaining,typeID,range,orderID,volEntered,minVolume,bid,issueDate,duration,stationID,regionID,solarSystemID,jumps,
284515002.0,3.0,40519,1,4858282076,4,1,True,2017-05-06 21:44:31.000,90,1023257513048,10000002,30000144,1,
284401100.01,2.0,40519,-1,4859298656,3,1,True,2017-05-06 14:18:28.000,90,60003760,10000002,30000142,0,
284001000.01,2.0,40519,-1,4859155686,2,1,True,2017-05-06 14:07:58.000,30,60003760,10000002,30000142,0,
284000000.0,1.0,40519,-1,4847313452,1,1,True,2017-05-06 21:37:49.000,7,60003760,10000002,30000142,0,
283010000.12,25.0,40519,1,4858362090,60,1,True,2017-05-08 05:40:32.000,90,1024292990162,10000002,30000140,1,
283010000.07,100.0,40519,1,4861017902,100,1,True,2017-05-08 05:15:07.000,90,1024292990162,10000002,30000140,1,
283010000.0,12.0,40519,1,4858294312,50,1,True,2017-05-07 23:42:25.000,90,1024292990162,10000002,30000140,1,
283005000.0,3.0,40519,0,4859082452,3,1,True,2017-05-06 08:45:10.000,90,60003760,10000002,30000142,0,
283001100.01,3.0,40519,-1,4853251870,3,1,True,2017-05-06 06:32:50.000,30,1023164547009,10000002,30000144,1,
283000000.0,1.0,40519,-1,4847312450,1,1,True,2017-05-06 21:38:01.000,7,60003760,10000002,30000142,0,
282999999.99,1.0,40519,-1,4860896591,1,1,True,2017-05-08 01:12:45.000,90,60003760,10000002,30000142,0,
282526001.04,10.0,40519,1,4861054973,10,1,True,2017-05-08 06:34:26.000,90,1023164547009,10000002,30000144,1,
282526001.01,10.0,40519,1,4856362000,10,1,True,2017-05-06 15:57:19.000,90,1023164547009,10000002,30000144,1,
282526001.0,50.0,40519,1,4859221979,50,1,True,2017-05-06 12:26:35.000,90,1024292990162,10000002,30000140,1,
282422103.05,8.0,40519,1,4857155841,8,1,True,2017-05-05 22:57:07.000,90,1024292990162,10000002,30000140,1,
282422103.0,4.0,40519,1,4858776619,4,1,True,2017-05-05 22:56:20.000,90,1024292990162,10000002,30000140,1,
282410001.0,2.0,40519,1,4858401871,2,1,True,2017-05-05 14:45:41.000,90,1023164547009,10000002,30000144,1,
282400100.04,5.0,40519,-1,4857234840,5,1,True,2017-05-06 03:49:59.000,90,60003760,10000002,30000142,0,
282400100.01,1.0,40519,-1,4858214468,1,1,True,2017-05-05 19:01:50.000,14,60003760,10000002,30000142,0,
282308008.27,2.0,40519,1,4858335575,2,1,True,2017-05-05 12:49:53.000,14,1023164547009,10000002,30000144,1,
282207000.0,2.0,40519,-1,4857810615,2,1,True,2017-05-04 19:16:51.000,90,60003760,10000002,30000142,0,
282206000.0,50.0,40519,1,4859222357,50,1,True,2017-05-06 12:26:58.000,90,1024292990162,10000002,30000140,1,
282005803.0,1.0,40519,-1,4858363812,1,1,True,2017-05-05 13:42:02.000,30,60003760,10000002,30000142,0,
282000000.0,1.0,40519,-1,4847313642,1,1,True,2017-05-05 16:24:22.000,7,60003760,10000002,30000142,0,
281000000.0,1.0,40519,-1,4847312788,1,1,True,2017-05-05 16:24:39.000,7,60003760,10000002,30000142,0,
280000000.0,4.0,40519,-1,4856777420,4,1,True,2017-05-03 14:11:52.000,90,1023164547009,10000002,30000144,1,
280000000.0,4.0,40519,1,4857235225,4,1,True,2017-05-04 00:59:55.000,14,1024292990162,10000002,30000140,1,
280000000.0,1.0,40519,-1,4847313132,1,1,True,2017-05-05 16:24:49.000,7,60003760,10000002,30000142,0,
280000000.0,20.0,40519,-1,4858712396,20,1,True,2017-05-05 21:22:36.000,90,60004216,10000002,30000154,3,
278925000.04,2.0,40519,1,4828900860,2,1,True,2017-05-04 13:57:37.000,90,1023164547009,10000002,30000144,1,
278201000.0,40.0,40519,-1,4854241617,40,1,True,2017-05-03 17:10:20.000,90,1023164547009,10000002,30000144,1,
278201000.0,68.0,40519,1,4842780880,70,1,True,2017-05-08 06:34:41.000,90,1023164547009,10000002,30000144,1,
278200000.0,99.0,40519,-1,4853479127,100,1,True,2017-05-03 10:55:28.000,90,1023164547009,10000002,30000144,1,
278000000.0,4.0,40519,-1,4854205929,4,1,True,2017-05-05 16:24:04.000,7,60003760,10000002,30000142,0,
277000300.01,1.0,40519,1,4855493448,1,1,True,2017-05-03 16:11:41.000,90,1024292990162,10000002,30000140,1,
277000300.01,1.0,40519,1,4855498729,1,1,True,2017-05-03 16:11:54.000,90,1024292990162,10000002,30000140,1,
277000201.0,1.0,40519,-1,4856721835,1,1,True,2017-05-03 12:35:52.000,14,60003760,10000002,30000142,0,
275000000.25,2.0,40519,-1,4852786304,2,1,True,2017-04-29 07:00:46.000,90,1023164547009,10000002,30000144,1,
274800003.0,2.0,40519,-1,4828556685,2,1,True,2017-05-02 23:31:48.000,90,60003760,10000002,30000142,0,
274007106.0,3.0,40519,-1,4855690236,3,1,True,2017-05-02 04:31:04.000,14,60003760,10000002,30000142,0,
274007101.0,4.0,40519,-1,4855687849,4,1,True,2017-05-02 04:24:34.000,14,60003760,10000002,30000142,0,
273003000.07,70.0,40519,-1,4852930203,70,1,True,2017-04-29 23:52:22.000,90,1023164547009,10000002,30000144,1,
273000000.0,4.0,40519,-1,4852455782,4,1,True,2017-04-28 21:01:45.000,30,60003760,10000002,30000142,0,
272947004.0,5.0,40519,1,4852438401,5,1,True,2017-04-28 20:39:04.000,90,1023164547009,10000002,30000144,1,
272922000.06,1.0,40519,-1,4842739565,1,1,True,2017-04-17 19:30:18.000,90,60003760,10000002,30000142,0,
272700000.06,10.0,40519,-1,4841299619,10,1,True,2017-04-16 10:24:47.000,90,60003760,10000002,30000142,0,
270000000.0,1.0,40519,-1,4827390513,1,1,True,2017-04-30 03:39:25.000,90,1023164547009,10000002,30000144,1,
270000000.0,7.0,40519,-1,4854206451,7,1,True,2017-05-06 21:38:33.000,7,60003760,10000002,30000142,0,
263506001.0,40.0,40519,1,4855362687,40,1,True,2017-05-01 19:30:29.000,90,1024292990162,10000002,30000140,1,
263506001.0,40.0,40519,1,4855362793,40,1,True,2017-05-01 19:30:35.000,90,1024292990162,10000002,30000140,1,
263505000.0,4.0,40519,-1,4850259290,4,1,True,2017-04-26 04:53:34.000,90,1023164547009,10000002,30000144,1,
263006000.0,24.0,40519,32767,4860118740,25,1,True,2017-05-07 09:32:11.000,90,1023075604524,10000002,30000144,1,
263005000.0,1.0,40519,32767,4856257898,11,1,True,2017-05-06 09:12:06.000,14,60003754,10000002,30000144,1,
263000000.0,3.0,40519,32767,4856716131,3,1,True,2017-05-03 12:24:20.000,90,1024292990162,10000002,30000140,1,
261201000.01,4.0,40519,1,4829122394,10,1,True,2017-04-02 19:10:45.000,90,1023164547009,10000002,30000144,1,
261000000.29,9.0,40519,1,4829057166,10,1,True,2017-04-02 17:43:27.000,90,1023164547009,10000002,30000144,1,
260000030.0,1.0,40519,-1,4840094671,1,1,True,2017-04-15 06:03:18.000,90,60003760,10000002,30000142,0,
260000002.11,20.0,40519,-1,4834501733,20,1,True,2017-04-12 04:48:52.000,90,60003760,10000002,30000142,0,
260000002.11,20.0,40519,-1,4834501875,20,1,True,2017-04-12 04:48:56.000,90,60003760,10000002,30000142,0,
260000000.0,1.0,40519,-1,4840334466,1,1,True,2017-04-15 12:25:03.000,90,1023164547009,10000002,30000144,1,
259066000.68,2.0,40519,1,4828639841,50,1,True,2017-04-02 17:07:16.000,90,1023164547009,10000002,30000144,1,
258000010.0,1.0,40519,-1,4834524271,1,1,True,2017-04-09 00:22:49.000,30,60003760,10000002,30000142,0,
257300000.03,2.0,40519,1,4828808333,2,1,True,2017-04-02 13:32:36.000,90,1023164547009,10000002,30000144,1,
257000999.95,8.0,40519,-1,4828636394,8,1,True,2017-04-02 09:34:28.000,90,1023164547009,10000002,30000144,1,
252240000.29,50.0,40519,1,4829146634,50,1,True,2017-04-03 05:53:45.000,90,1023164547009,10000002,30000144,1,
250808002.02,1.0,40519,32767,4827129475,1,1,True,2017-05-02 19:42:05.000,90,60003760,10000002,30000142,0,
250798999.0,8.0,40519,0,4853951619,8,1,True,2017-04-30 11:53:41.000,14,1023164547009,10000002,30000144,1,
250520012.0,5.0,40519,32767,4838715456,5,1,True,2017-04-20 17:54:03.000,90,1023257513048,10000002,30000144,1,
250500000.0,7.0,40519,32767,4841895225,10,1,True,2017-04-16 22:12:35.000,90,60003760,10000002,30000142,0,
246819002.3,10.0,40519,32767,4822222262,10,1,True,2017-04-08 16:06:34.000,90,60003760,10000002,30000142,0,
245000000.0,9.0,40519,-1,4817642210,12,1,True,2017-03-27 05:38:36.000,90,60003760,10000002,30000142,0,
245000000.0,2.0,40519,-1,4787271198,8,1,True,2017-03-27 05:38:52.000,90,60003760,10000002,30000142,0,
240721666.01,10.0,40519,1,4797628685,10,1,True,2017-03-03 17:06:18.000,90,1023075604524,10000002,30000144,1,
236824100.0,26.0,40519,1,4797090692,26,1,True,2017-03-25 23:19:30.000,90,1023164547009,10000002,30000144,1,
236610000.0,100.0,40519,1,4803746977,100,1,True,2017-03-06 21:06:45.000,90,1023164547009,10000002,30000144,1,
236603013.0,50.0,40519,1,4802222592,50,1,True,2017-03-05 12:07:50.000,90,1023164547009,10000002,30000144,1,
235702009.66,100.0,40519,1,4797127393,100,1,True,2017-02-28 15:15:13.000,90,1023164547009,10000002,30000144,1,
234309005.01,50.0,40519,-1,4789631498,50,1,True,2017-02-20 22:00:36.000,90,1023164547009,10000002,30000144,1,
230730000.0,20.0,40519,1,4790156951,20,1,True,2017-05-07 22:44:45.000,90,1023164547009,10000002,30000144,1,
230727000.06,21.0,40519,3,4807658259,30,1,True,2017-03-13 10:48:47.000,90,1023164547009,10000002,30000144,1,
226201011.67,10.0,40519,-1,4785766041,10,1,True,2017-02-17 08:08:08.000,90,60003760,10000002,30000142,0,
226000000.0,5.0,40519,-1,4727418954,5,1,True,2017-04-18 16:25:06.000,90,60003760,10000002,30000142,0,
225000004.0,5.0,40519,4,4790831750,5,1,True,2017-03-20 21:58:17.000,90,1023257513048,10000002,30000144,1,
220000000.0,100.0,40519,1,4827280397,100,1,True,2017-04-01 00:08:54.000,90,1023164547009,10000002,30000144,1,
210000000.0,5.0,40519,-1,4689762988,5,1,True,2017-04-08 10:51:44.000,90,60003760,10000002,30000142,0,
35823246.54,19.0,40519,32767,4740103655,20,1,True,2017-04-09 10:28:12.000,90,60003760,10000002,30000142,0,
35800000.08,28.0,40519,5,4782692797,30,1,True,2017-03-18 20:32:29.000,90,1023164547009,10000002,30000144,1,
35799999.0,10.0,40519,32767,4810133721,10,1,True,2017-03-13 09:04:19.000,90,60003760,10000002,30000142,0,
10000000.0,1.0,40519,1,4848661084,1,1,True,2017-04-24 08:28:57.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848661416,1,1,True,2017-04-24 08:29:28.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848661558,1,1,True,2017-04-24 08:29:55.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848661798,1,1,True,2017-04-24 08:30:29.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848661836,1,1,True,2017-04-24 08:30:38.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848661886,1,1,True,2017-04-24 08:30:45.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848661933,1,1,True,2017-04-24 08:30:52.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848662066,1,1,True,2017-04-24 08:31:00.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848662126,1,1,True,2017-04-24 08:31:08.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848662231,1,1,True,2017-04-24 08:31:15.000,90,1023164547009,10000002,30000144,1,
10000000.0,1.0,40519,1,4848662288,1,1,True,2017-04-24 08:31:22.000,90,1023164547009,10000002,30000144,1,
288998.78,100.0,40519,32767,4761271236,100,1,True,2017-03-16 09:32:47.000,90,60001873,10000002,30000165,6,
265760.91,60.0,40519,40,4816818146,60,1,True,2017-03-20 08:04:27.000,90,1023075604524,10000002,30000144,1,
2400.0,1.0,40519,-1,4820521881,1,1,True,2017-03-24 17:31:19.000,90,60003760,10000002,30000142,0,
296.0,10.0,40519,-1,4822368169,10,1,True,2017-04-27 21:45:45.000,90,60003760,10000002,30000142,0,
296.0,10.0,40519,32767,4860966865,10,1,True,2017-05-08 03:20:59.000,90,60003754,10000002,30000144,1,
283.0,1.0,40519,0,4859082129,1,1,True,2017-05-06 08:44:42.000,90,60003760,10000002,30000142,0,
260.0,1.0,40519,-1,4808818079,1,10,True,2017-03-12 04:05:35.000,90,60003760,10000002,30000142,0,
250.0,1.0,40519,-1,4808817621,1,1,True,2017-03-12 04:04:45.000,90,60003760,10000002,30000142,0,
1.0,1.0,40519,40,4806389051,1,1,True,2017-03-09 19:26:34.000,90,60003760,10000002,30000142,0,
0.99,1.0,40519,-1,4842888443,1,1,True,2017-04-17 22:36:04.000,30,60003466,10000002,30000142,0,
0.99,10000.0,40519,-1,4842084966,10000,1,True,2017-04-18 16:10:25.000,90,60003760,10000002,30000142,0,
0.02,1.0,40519,1,4818185000,1,1,True,2017-03-21 21:38:08.000,90,1023164547009,10000002,30000144,1,
0.01,50.0,40519,40,4796970211,50,1,True,2017-02-28 04:03:52.000,90,60003760,10000002,30000142,0,
0.01,1000000.0,40519,32767,4806070053,1000000,1,True,2017-03-09 12:03:24.000,90,60003760,10000002,30000142,0,
0.01,1000.0,40519,-1,4817111296,1000,1,True,2017-03-20 16:45:35.000,90,60003760,10000002,30000142,0,
